name, genre, timeCinema, contentRating, company, duration, synopsis, rating, box-office
John Carter,"['Action & Adventure', 'Horror', 'Kids & Family', 'Science Fiction & Fantasy']",2012-03-08T16:00:00-08:00,PG13,Walt Disney Pictures,P118M,"
    From filmmaker Andrew Stanton comes John Carter-a sweeping action-adventure set on the mysterious and exotic planet of Barsoom (Mars). John Carter is based on a classic novel by Edgar Rice Burroughs, whose highly imaginative adventures served as inspiration for many filmmakers, both past and present. The film tells the story of war-weary, former military captain John Carter (Taylor Kitsch), who is inexplicably transported to Mars where he becomes reluctantly embroiled in a conflict of epic proportions amongst the inhabitants of the planet, including Tars Tarkas (Willem Dafoe) and the captivating Princess Dejah Thoris (Lynn Collins). In a world on the brink of collapse, Carter rediscovers his humanity when he realizes that the survival of Barsoom and its people rests in his hands. -- (C) Walt Disney",50,"$73,058,679"
Journey 2: The Mysterious Island,"['Action & Adventure', 'Kids & Family', 'Science Fiction & Fantasy']",2012-02-09T16:00:00-08:00,PG,New Line Cinema,P94M,"
    In this follow-up to the 2008 worldwide hit Journey to the Center of the Earth, the new 3D family adventure Journey 2: The Mysterious Island begins when young Sean Anderson (Josh Hutcherson, reprising his role from the first film) receives a coded distress signal from a mysterious island where no island should exist. It's a place of strange life forms, mountains of gold, deadly volcanoes, and more than one astonishing secret. Unable to stop him from going, Sean's new stepfather, Hank (Dwayne Johnson), joins the quest. Together with a helicopter pilot (Luis Guzman) and his beautiful, strong-willed daughter (Vanessa Hudgens), they set out to find the island, rescue its lone inhabitant and escape before seismic shockwaves force the island under the sea and bury its treasures forever. -- (C) Official Site",43,"$103,812,241"
Killer Joe,"['Comedy', 'Mystery & Suspense']",2012-07-26T17:00:00-07:00,R,Independent Pictures,P102M,"
    When 22 year-old drug dealer Chris (Hirsch) has his stash of drugs stolen from him by his mother, he has to come up with six-thousand dollars quick, or he's dead. Desperate, he goes to the trailer-park to see his father, Ansel (Hayden Church), and he lays out the plan. Chris's mother, who everyone hates, has a life insurance policy that would clear up his debt and make them all rich. The problem is that Chris' mother is very much alive. Enter Detective ""Killer"" Joe Cooper, a hired hit man with the manners of a Southern gentleman, who will do the job - for an upfront fee, that Chris and Ansel can't pay. Just as Joe is about to leave, he spots Dottie (Temple), Chris' innocent younger sister. Joe makes Chris an offer, he'll keep Dottie as sexual collateral until the money is collected and his fee can be paid. -- (C) Voltage Pictures",79,"$1,800,000"
A Late Quartet,['Drama'],2012-11-01T17:00:00-07:00,R,Entertainment One,P105M,"
    When the beloved cellist of a world-renowned string quartet receives a life changing diagnosis, the group's future suddenly hangs in the balance: suppressed emotions, competing egos, and uncontrollable passions threaten to derail years of friendship and collaboration. As they are about to play their 25th anniversary concert, quite possibly their last, only their intimate bond and the power of music can preserve their legacy. Inspired by and structured around Beethoven's Opus 131 String Quartet in C-sharp minor, A LATE QUARTET pays homage to chamber music and the cultural world of New York.",77,"$1,400,000"
Keep the Lights On,"['Drama', 'Gay & Lesbian']",2012-09-06T17:00:00-07:00,NR,Music Box Films,P101M,"
    It's 1997 and New York City is in a state of intense flux when documentary filmmaker Erik Rothman (Thure Lindhardt) first meets Paul Lucy (Zachary Booth), a handsome but closeted lawyer in the publishing field. What begins as a highly charged first encounter soon becomes something much more, and a relationship quickly develops. As the two men start building a home and life together, each continues to privately battle their own compulsions and addictions. A film about sex, friendship, intimacy and most of all, love, Keep the Lights On takes an honest look at the nature of relationships in our times. -- (C) Official Site",90,"$243,536"
Lawless,['Drama'],2012-08-28T17:00:00-07:00,R,The Weinstein Company,P115M,"
    Lawless is the true story of the infamous Bondurant Brothers: bootlegging siblings who made a run for the American Dream in Prohibition-era Virginia. In this epic gangster tale, inspired by true-life tales of author Matt Bondurant's family in his novel ""The Wettest County in the World"", the loyalty of three brothers is put to the test against the backdrop of the nation's most notorious crime wave. -- (C) Weinstein",67,"$36,300,000"
Lawless,['Drama'],2012-08-28T17:00:00-07:00,R,The Weinstein Company,P115M,"
    Lawless is the true story of the infamous Bondurant Brothers: bootlegging siblings who made a run for the American Dream in Prohibition-era Virginia. In this epic gangster tale, inspired by true-life tales of author Matt Bondurant's family in his novel ""The Wettest County in the World"", the loyalty of three brothers is put to the test against the backdrop of the nation's most notorious crime wave. -- (C) Weinstein",67,"$36,300,000"
Life of Pi,"['Action & Adventure', 'Drama']",2012-11-20T16:00:00-08:00,PG,20th Century Fox,P127M,"
    Director Ang Lee creates a groundbreaking movie event about a young man who survives a disaster at sea and is hurtled into an epic journey of adventure and discovery. While cast away, he forms an amazing and unexpected connection with another survivor...a fearsome Bengal tiger. -- (C) Official Site",87,"$103,500,000"
Lincoln,['Drama'],2012-11-15T16:00:00-08:00,PG13,Dreamworks Pictures,P149M,"
    Steven Spielberg directs Daniel Day-Lewis in Lincoln, a revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come. -- (C) Walt Disney",90,"$129,477,447"
Lockout,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']",2012-04-12T17:00:00-07:00,PG13,FilmDistrict,P95M,"
    Starring Guy Pearce and Maggie Grace and set in the near future, Lockout follows a falsely convicted ex-government agent (Pearce), whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter (Grace) from rioting convicts at an outer space maximum-security prison. Lockout was directed by Stephen St. Leger and James Mather from their script co-written with Luc Besson, who is also a producer. Peter Stormare co-stars. -- (C) Open Road",36,"$14,291,570"
Liberal Arts,"['Comedy', 'Drama']",2012-09-13T17:00:00-07:00,PG13,IFC Films,P97M,"
    Newly single and uninspired by his job in college admissions, the introverted Jesse Fisher (Josh Radnor) lives with his head buried in a book. His deep nostalgia for his own alma mater in Ohio - the dining halls and dorm rooms, the parties and poetry seminars - makes him wonder if his best days are behind him. So when his favorite professor (Richard Jenkins) invites him back to campus to speak at his retirement dinner, Jesse jumps at the chance. Meeting Zibby (Elizabeth Olsen) - a precocious classical music-loving sophomore - awakens in Jesse long-dormant feelings of possibility and connection. -- (C) Official Site",70,"$317,190"
The Loneliest Planet,['Drama'],2012-10-25T17:00:00-07:00,NR,IFC Films,P113M,"
    Alex and Nica are young, in love and engaged to be married. The summer before their wedding, they are backpacking in the Caucasus Mountains in Georgia. The couple hire a local guide to lead them on a camping trek, and the three set off into a stunning wilderness, a landscape that is both overwhelmingly open and frighteningly closed. Walking for hours, they trade anecdotes, play games to pass the time of moving through space. And then, a momentary misstep, a gesture that takes only two or three seconds, a gesture that's over almost as soon as it begins. But once it is done, it can't be undone. Once it is done, it threatens to undo everything the couple believed about each other and about themselves. -- (C) IFC",71,"$128,519"
Lola Versus,['Comedy'],2012-06-07T17:00:00-07:00,R,Fox Searchlight Pictures,P86M,"
    Greta Gerwig plays Lola, a 29-year-old woman dumped by her longtime boyfriend Luke (Kinnaman) just three weeks before their wedding. With the help of her close friends Henry (Linklater) and Alice (Lister-Jones), Lola embarks on aseries of desperate encounters in an attempt to find her place in the world as a single woman approaching 30. -- (C) Fox Searchlight",36,"$200,000"
Looper,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']",2012-09-27T17:00:00-07:00,R,Sony Pictures,P119M,"
    In the futuristic action thriller Looper, time travel will be invented - but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past, where a ""looper"" - a hired gun, like Joe (Joseph Gordon-Levitt) - is waiting to mop up. Joe is getting rich and life is good... until the day the mob decides to ""close the loop,"" sending back Joe's future self (Bruce Willis) for assassination. -- (C) Sony",93,"$66,305,045"
